product_code,YEAR,num_complaints,num_recalls,recalls_next_year,recalls_next_2_year
HTZ,2017,32,0,0,0
HQE,2017,59,0,13,0
PEX,2017,94,0,0,0
OGE,2017,65,3,0,0
ILS,2017,47,0,0,0
JDP,2017,46,0,0,0
LJH,2017,17,0,0,0
HEW,2017,15,0,1,2
EFB,2017,151,0,0,0
MTE,2017,2,0,0,0
DTL,2017,106,4,6,1
HSZ,2017,24,0,0,0
DZA,2017,13,1,0,0
GAZ,2017,9,1,0,0
MAE,2017,23,0,0,0
MPR,2017,1,0,1,0
KME,2017,6,1,0,0
FWP,2017,13,0,0,0
EKM,2017,3,0,0,0
HES,2017,29,0,0,0
MIJ,2017,5,0,0,0
HHA,2017,1,0,,
IOY,2017,2,0,0,0
CAN,2017,11,0,1,0
DZH,2017,2,0,,
HDG,2017,1,0,,
HBN,2017,9,0,0,0
GZX,2017,4,0,0,0
DZC,2017,1,0,0,0
PCC,2017,2,0,0,0
FZS,2017,1,0,0,0
GXH,2017,2,0,0,0
ELJ,2017,1,0,,
EKE,2017,1,0,,
LZK,2017,3,0,0,0
EAX,2017,1,0,0,0
LXS,2017,3,0,0,0
PDW,2017,1,0,,
LHX,2017,5,0,0,0
LOS,2017,1,0,0,0
OHY,2017,1,0,0,0
BYH,2017,1,0,0,0
MTP,2017,1,0,0,0
LYS,2017,1,0,0,0
LHP,2017,1,0,0,0
CGS,2017,2,2,2,2
FHN,2017,302,0,0,0
JJE,2017,1850,29,34,45
KRO,2017,543,19,2,0
OOD,2017,33,0,0,0
KWZ,2017,474,0,1,0
MOZ,2017,502,1,0,0
KNS,2017,438,1,0,1
CDP,2017,150,2,5,2
DWE,2017,130,28,0,1
NDP,2017,239,10,5,9
DRB,2017,62,0,0,0
MNB,2017,287,0,0,0
DHX,2017,6,0,3,0
IRT,2017,219,0,0,0
EXE,2017,36,0,0,1
DTW,2017,45,0,0,0
HAE,2017,25,0,0,0
IKZ,2017,34,0,1,0
IYO,2017,236,3,3,1
LPS,2017,8,1,0,1
HXZ,2017,25,0,0,0
FPP,2017,88,0,0,0
KLE,2017,41,1,0,0
OYS,2017,6,0,0,0
NEZ,2017,55,1,0,2
GAP,2017,55,0,1,0
NEP,2017,27,0,1,0
OHS,2017,1,0,3,0
JAY,2017,2,0,0,0
HWD,2017,3,0,0,0
DTE,2017,613,0,1,1
MPK,2017,1,0,0,0
NWV,2017,31,1,0,0
EMG,2017,1,0,0,
HJO,2017,15,0,1,0
MNM,2017,8,0,1,0
FMH,2017,17,0,1,3
KWN,2017,1,0,0,0
PLA,2017,3,0,0,0
MNL,2017,18,1,8,3
HIN,2017,8,0,0,0
HOY,2017,3,0,0,0
FNY,2017,2,0,0,1
HDY,2017,1,0,0,0
OKI,2017,1,0,0,0
KST,2017,1,0,0,0
OYO,2017,1,0,,
MRW,2017,4,0,0,1
NQN,2017,1,0,1,0
JSG,2017,3,0,14,0
HCI,2017,2,0,0,0
NBK,2017,4,0,0,
CFN,2017,4,0,2,1
MPW,2017,1,0,0,0
MIX,2017,3,0,0,0
EGM,2017,1,0,,
POZ,2017,1,0,,
NJM,2017,2,0,0,0
KWG,2017,1,0,0,0
EXG,2017,1,0,0,0
GAX,2017,2,0,3,0
NBW,2017,37355,2,2,16
LXB,2017,378,0,1,0
KPO,2017,80,2,13,3
JDQ,2017,135,0,0,5
GAR,2017,178,0,0,0
GBX,2017,174,11,11,8
NHB,2017,22,0,0,1
FAD,2017,264,0,0,6
GDY,2017,246,4,1,1
MRA,2017,540,0,0,0
PFN,2017,63,0,0,0
OHA,2017,6,0,1,0
MXM,2017,12,0,0,0
KOH,2017,26,0,0,1
OUO,2017,2,0,0,1
JDX,2017,8,0,0,2
LQL,2017,89,3,1,0
GAE,2017,8,0,0,0
QHR,2017,1,0,0,0
NQR,2017,29,0,0,0
IKX,2017,16,3,0,0
HLQ,2017,1,0,,
MJT,2017,26,0,0,0
FBK,2017,27,0,0,1
HAO,2017,26,0,0,0
FFG,2017,33,0,0,0
FGX,2017,4,0,0,0
INX,2017,28,0,0,0
FSR,2017,2,0,0,0
JJQ,2017,10,0,0,0
HAX,2017,1,0,0,
EBD,2017,1,0,0,0
KTW,2017,27,0,0,0
GBZ,2017,21,2,1,0
DWL,2017,4,0,0,0
JOJ,2017,35,0,0,0
DTN,2017,3,24,2,0
NDR,2017,4,0,0,0
DCF,2017,3,1,0,1
EBZ,2017,5,0,1,0
PFJ,2017,11,0,0,0
LZA,2017,4,0,0,4
JDJ,2017,2,0,0,0
JIT,2017,7,3,6,8
OOW,2017,1,0,0,
LQR,2017,11,0,0,0
KLB,2017,1,0,0,
OHP,2017,1,0,,
INQ,2017,4,0,0,0
HQB,2017,2,0,0,0
HWI,2017,2,0,0,0
JAI,2017,3,2,0,
BZQ,2017,11,0,0,0
IKK,2017,2,0,0,1
HXR,2017,3,0,0,0
EIL,2017,1,0,0,0
NZH,2017,1,0,0,
EGD,2017,1,0,0,0
KXE,2017,5,0,0,0
OSP,2017,1,3,0,0
ODR,2017,1,0,,
HHL,2017,1,0,0,0
FIB,2017,2,0,,
DSJ,2017,1,0,0,0
NJT,2017,1,15,12,2
KHE,2017,1,0,3,1
HAB,2017,1340,6,1,0
MEB,2017,1630,0,17,1
LZY,2017,68,0,0,0
ETN,2017,116,0,0,2
KWY,2017,817,2,1,1
JES,2017,49,0,0,0
KOO,2017,9,0,0,0
INN,2017,21,0,0,0
DRM,2017,670,0,1,0
DZE,2017,9573,15,10,15
JIX,2017,15,5,3,8
PMH,2017,22,0,0,0
DZL,2017,73,0,0,0
NQP,2017,28,0,0,0
HWN,2017,29,0,0,0
GAN,2017,67,0,0,0
GAA,2017,76,0,0,10
GDJ,2017,13,0,4,0
IPG,2017,2,0,0,0
JGS,2017,291,0,2,6
ILM,2017,6,0,0,0
PNZ,2017,4,0,0,0
HBM,2017,2,0,0,0
ISS,2017,3,0,0,0
KHY,2017,2,0,0,0
ITM,2017,1,0,0,
KAD,2017,1,0,0,0
PIJ,2017,11,0,0,0
MIC,2017,2,0,0,0
HMX,2017,27,0,2,6
LRZ,2017,2,0,0,0
KMW,2017,4,0,8,0
KCT,2017,3,1,0,2
FKQ,2017,1,0,0,1
LYL,2017,3,0,0,0
CHN,2017,1,6,0,
DWH,2017,3,0,0,0
JIY,2017,1,0,0,0
OCC,2017,1,1,1,2
FCX,2017,3,0,0,0
OVB,2017,3,0,0,0
CFT,2017,18,1,2,0
EWY,2017,2,0,0,0
CCL,2017,2,0,0,0
ONZ,2017,1,0,0,
LIF,2017,1,0,,
JKC,2017,3,1,2,0
KNP,2017,7,0,0,0
HCB,2017,1,0,,
NQM,2017,3,0,1,0
ORG,2017,3,0,0,0
FYD,2017,3,0,0,0
MXJ,2017,1,0,0,0
OFN,2017,2,0,0,
NCP,2017,2,0,0,0
NSI,2017,1,0,0,0
JPE,2017,1,0,0,
BZK,2017,1,1,0,0
KNG,2017,3,1,0,0
EMF,2017,1,5,0,1
EFA,2017,2,0,0,0
DQK,2017,249,5,9,7
MHY,2017,3539,6,1,0
OMP,2017,363,1,1,1
OWB,2017,1597,22,41,57
KWT,2017,550,2,2,3
KWS,2017,1664,6,6,2
NEW,2017,458,0,6,7
NIO,2017,459,0,0,1
LWR,2017,1355,0,0,0
---,2017,5,0,0,0
EZC,2017,960,1,0,0
MBB,2017,286,0,0,0
PHL,2017,8,1,0,1
GXY,2017,10,0,0,0
FQO,2017,97,0,11,0
GCT,2017,14,0,0,0
CCW,2017,412,3,0,4
MRN,2017,106,0,1,0
CGA,2017,91,0,0,3
CJY,2017,26,0,2,0
IXR,2017,24,3,1,3
OEZ,2017,41,2,1,0
PGM,2017,4,0,0,0
FTH,2017,13,0,0,0
MKQ,2017,6,0,0,0
JJI,2017,1,0,,
PHU,2017,11,0,0,0
IMJ,2017,2,0,0,
NOF,2017,4,0,1,0
MTN,2017,26,0,0,0
NEC,2017,2,0,0,0
HFF,2017,3,0,0,0
IME,2017,15,0,0,1
JDY,2017,3,0,0,0
CHI,2017,4,2,3,2
KOX,2017,3,0,0,0
FIE,2017,14,0,0,0
NMJ,2017,4,0,0,0
PQO,2017,2,0,0,0
KAK,2017,1,0,0,
MGP,2017,5,0,0,0
MVM,2017,1,0,0,
MYA,2017,2,0,1,0
KPA,2017,8,0,3,2
GTY,2017,2,0,0,0
EGN,2017,3,0,0,0
FTT,2017,13,0,0,0
OHQ,2017,2,5,0,7
MCH,2017,1,0,0,0
BSE,2017,1,0,,
LZG,2017,43895,0,3,11
OVE,2017,134,1,0,2
KWP,2017,860,0,2,3
GXN,2017,74,4,6,0
NAY,2017,1038,19,11,9
GEY,2017,2075,3,1,0
HTJ,2017,80,0,0,1
PMP,2017,1135,0,1,0
FZW,2017,442,1,0,0
CAC,2017,87,2,4,24
JEY,2017,560,0,1,0
OMD,2017,163,0,0,0
BZD,2017,147,0,1,4
MEC,2017,96,1,5,2
JDG,2017,326,0,0,0
GZJ,2017,58,0,0,0
LRY,2017,71,1,0,0
GES,2017,71,0,0,0
JQP,2017,110,7,16,6
IOQ,2017,22,0,1,0
LJE,2017,60,0,0,1
PAJ,2017,95,0,0,0
OCT,2017,18,0,0,1
LYC,2017,19,0,1,0
FEO,2017,8,0,0,0
GBA,2017,50,0,0,0
KGE,2017,26,0,0,0
KNA,2017,37,0,0,0
HAM,2017,3,0,0,0
ONG,2017,39,0,0,0
KPY,2017,1,0,0,0
GGW,2017,15,0,0,0
GDH,2017,13,0,0,0
KOE,2017,12,0,0,2
NWO,2017,2,0,0,
OAP,2017,1,0,0,1
MUQ,2017,31,1,1,0
KQO,2017,20,2,4,3
HWW,2017,4,0,0,
NVR,2017,1,0,0,
FDC,2017,9,0,0,0
BYE,2017,3,0,0,3
FBW,2017,1,0,0,0
KLT,2017,1,0,0,0
IYC,2017,1,0,0,
CCT,2017,2,1,0,0
GCQ,2017,1,0,0,0
LIB,2017,1,0,0,1
GBB,2017,1,0,0,0
MCZ,2017,2,2,0,0
FNN,2017,3,0,0,0
NQD,2017,1,0,0,0
LQZ,2017,1,0,0,
GQW,2017,1,0,,
OEI,2017,2,0,,
KMJ,2017,1,0,0,0
GEL,2017,1,0,0,
OLP,2017,1,4,0,0
MAJ,2017,2,0,0,0
EHZ,2017,1,0,0,0
HBD,2017,1,0,,
FSQ,2017,1,0,0,0
LDD,2017,49,0,0,0
FZX,2017,367,2,1,3
OUT,2017,446,0,0,0
MSD,2017,481,0,0,30
LNR,2017,261,0,0,0
OVJ,2017,6,0,0,0
MFJ,2017,4,0,0,0
HST,2017,20,1,0,0
IYE,2017,125,26,17,17
HET,2017,88,1,0,0
GFG,2017,28,14,0,0
MNK,2017,5,0,0,0
MOQ,2017,498,0,0,0
DRS,2017,90,0,12,0
HXB,2017,58,0,0,0
NIU,2017,278,0,0,0
DQE,2017,45,0,0,0
KRH,2017,372,0,0,0
NPV,2017,96,0,0,0
MSX,2017,16,2,1,0
GXQ,2017,57,0,0,0
MXD,2017,37,0,0,0
DXQ,2017,66,0,1,2
KFZ,2017,93,0,0,0
MEG,2017,178,0,0,0
NXC,2017,47,0,0,0
GAL,2017,128,0,0,1
HHW,2017,5,1,0,1
JZF,2017,2,0,0,0
MRG,2017,21,1,4,0
BYX,2017,19,0,1,0
EZD,2017,120,3,0,0
LFX,2017,10,0,0,0
MXP,2017,4,0,,
FWB,2017,3,1,0,0
FDA,2017,26,0,0,0
CHH,2017,2,1,0,4
JDZ,2017,20,6,0,0
ISH,2017,6,0,0,0
KNY,2017,21,0,0,0
GZI,2017,2,0,0,0
FOD,2017,4,0,0,0
JEC,2017,12,0,1,1
KOA,2017,3,3,0,1
GDX,2017,4,1,0,0
HYA,2017,2,0,0,0
KRE,2017,1,0,0,0
KQT,2017,6,0,0,0
ILQ,2017,7,3,0,0
ODB,2017,2,0,0,0
KNF,2017,22,0,0,0
LYY,2017,7,0,0,1
HQZ,2017,1,0,0,0
GWJ,2017,43,0,0,1
LBS,2017,4,1,0,0
PDJ,2017,1,0,1,0
NYT,2017,3,0,0,0
CFL,2017,7,0,1,0
KSS,2017,3,0,0,0
RHA,2017,5,0,0,0
INE,2017,1,0,0,0
BTA,2017,4,0,1,0
IDZ,2017,2,0,0,0
PLC,2017,1,0,0,0
KIA,2017,1,0,,
HFS,2017,1,0,0,0
NJR,2017,1,0,0,0
CIC,2017,6,0,1,1
EYI,2017,1,0,0,
KER,2017,1,0,,
EZP,2017,1,0,0,0
DLJ,2017,1,0,0,0
DXE,2017,765,1,0,3
KRD,2017,727,0,0,6
NVN,2017,11446,0,0,0
MJP,2017,309,0,0,0
FMK,2017,524,0,0,0
EQJ,2017,118,1,0,0
MNH,2017,172,1,0,0
HNN,2017,472,44,1,2
ESD,2017,4,0,1,2
KNW,2017,752,5,0,14
GDO,2017,313,0,0,0
NKM,2017,1132,0,0,1
FPD,2017,34,2,8,3
LSZ,2017,139,0,0,0
JTO,2017,42,0,1,0
CBT,2017,19,1,0,0
FET,2017,62,0,2,0
NKG,2017,98,0,3,1
FMS,2017,119,0,0,1
GZT,2017,9,0,1,0
NFJ,2017,4,2,1,0
KDD,2017,12,5,2,3
KZD,2017,38,1,0,0
DXZ,2017,30,0,3,0
PFH,2017,2,0,,
LBH,2017,11,0,2,1
LMG,2017,29,0,0,0
GXR,2017,7,0,0,0
EFS,2017,7,0,0,0
ISW,2017,4,0,0,0
OJK,2017,3,0,0,0
NLH,2017,11,0,5,0
OFT,2017,7,0,0,9
MVR,2017,13,0,0,0
LRJ,2017,6,1,0,0
IKD,2017,32,2,0,1
OUP,2017,4,0,0,0
GFO,2017,19,1,2,0
HPX,2017,1,0,,
OKV,2017,3,1,1,0
ODE,2017,11,0,0,0
HDA,2017,32,0,4,3
MLZ,2017,10,1,1,0
KPZ,2017,1,0,,
KCO,2017,1,0,0,0
PLE,2017,1,0,,
CKA,2017,2,3,0,0
EBO,2017,1,0,,
EEF,2017,4,0,0,1
KTE,2017,1,0,,
ONO,2017,1,0,,
PNB,2017,21,0,0,0
FIN,2017,1,0,0,
KNC,2017,2,0,0,0
HCS,2017,1,0,,
OES,2017,2,0,1,15
LIZ,2017,1,0,,
FWY,2017,1,0,,
EPY,2017,1,0,0,0
PZE,2017,63,0,0,0
LIT,2017,2069,0,2,3
MCM,2017,3116,0,0,5
LGW,2017,18459,4,2,6
OZP,2017,3553,2,0,3
GDW,2017,11500,5,61,28
MBH,2017,998,10,5,5
KCG,2017,1,0,0,0
MTA,2017,1778,0,0,0
ITX,2017,409,1,18,4
DWJ,2017,1466,6,7,5
BSR,2017,12,1,0,0
BTT,2017,996,0,0,4
MZO,2017,116,0,0,0
JJY,2017,12,6,8,14
DSP,2017,2147,7,6,10
JEH,2017,3,0,0,0
PFV,2017,195,0,0,0
DHA,2017,100,0,2,0
PBI,2017,228,0,0,0
LPC,2017,21,0,0,0
OTE,2017,164,0,0,0
NIM,2017,132,0,0,1
LFR,2017,103,0,3,0
OSH,2017,4,1,0,0
DPS,2017,15,0,0,9
PQF,2017,64078,0,0,0
MFA,2017,95,0,0,0
EEG,2017,10,0,0,0
ETD,2017,7,0,0,0
HQF,2017,77,0,0,0
BYD,2017,12,0,0,0
PDU,2017,206,0,1,1
CAK,2017,131,0,0,0
CAE,2017,75,0,1,1
JJX,2017,18,3,2,2
OUG,2017,16,1,0,3
LNM,2017,86,0,0,0
KMI,2017,30,0,1,0
BTI,2017,101,0,0,0
PHX,2017,25,0,2,3
GDT,2017,644,1,1,0
LGZ,2017,58,0,0,2
OEV,2017,49,35,0,0
FAS,2017,121,0,1,0
EXS,2017,29,3,0,0
GXZ,2017,6,0,0,0
MZA,2017,12,0,0,0
IZH,2017,11,0,0,0
HMF,2017,1,0,0,0
PAB,2017,1,0,0,0
HSA,2017,3,0,0,0
JXM,2017,3,0,0,0
LKJ,2017,2,2,0,
DSK,2017,6,0,0,0
EKR,2017,5,1,0,0
KMA,2017,1,0,0,0
MDA,2017,3,0,0,0
PEW,2017,8,0,1,0
GDB,2017,1,0,0,
PHC,2017,1,0,1,1
BWC,2017,1,0,0,1
CIT,2017,2,2,0,0
FMR,2017,2,0,0,0
IDP,2017,1,0,1,0
OWL,2017,2,0,0,1
OLL,2017,2,0,0,0
NSN,2017,1,0,0,
IXW,2017,1,0,0,
ELZ,2017,1,0,0,
KOJ,2017,1,0,0,
FFD,2017,1,0,0,0
NHW,2017,1,0,0,0
OSN,2017,1,1,0,0
JIS,2017,3,1,1,0
GBQ,2017,1,0,0,0
ELR,2017,1,0,1,0
PQP,2017,1,1,2,4
HFG,2017,2,0,0,0
OYC,2017,131320,0,1,10
HWR,2017,703,0,0,0
CBK,2017,14304,5,10,16
LZO,2017,2146,8,5,6
LPN,2017,2660,0,0,0
HSD,2017,979,3,3,0
LZS,2017,1345,1,0,0
JAK,2017,328,50,78,63
EYJ,2017,116,0,0,0
GKP,2017,18,0,0,0
IPS,2017,17,0,0,0
PJY,2017,2,0,0,0
PGQ,2017,26,0,3,0
FTR,2017,916,0,0,12
DRX,2017,52,0,0,0
ONB,2017,63,0,0,1
LKB,2017,42,1,0,0
IDO,2017,4,0,0,0
NUH,2017,21,0,0,0
GWQ,2017,17,0,1,2
BTC,2017,12,0,0,0
OCM,2017,3,0,0,0
HHM,2017,3,0,0,1
MGQ,2017,6,1,0,0
FDE,2017,14,0,0,0
GBL,2017,25,0,0,1
EYA,2017,7,0,0,0
CAG,2017,2,0,0,0
PGY,2017,1,0,,
HBW,2017,14,0,0,0
HXK,2017,5,0,0,1
PTS,2017,5,0,0,0
MSW,2017,3,1,2,1
KSR,2017,4,0,0,0
PSV,2017,14,0,0,0
OJE,2017,10,0,0,0
CGI,2017,2,0,1,0
EBI,2017,2,0,2,0
HMT,2017,2,0,0,0
KEW,2017,1,0,0,0
LCD,2017,1,0,4,0
NWB,2017,17,0,3,0
GMD,2017,1,0,,
FXM,2017,1,0,0,
KQZ,2017,2,0,0,0
GIM,2017,11,1,0,0
BZG,2017,1,0,0,0
PJF,2017,2,0,0,0
MQE,2017,3,0,0,0
BXJ,2017,1,0,0,0
OMF,2017,1,0,,
HME,2017,1,0,0,0
OCS,2017,1,0,1,0
FBQ,2017,1,0,0,0
MIP,2017,1,0,0,0
EPE,2017,1,0,,
GWS,2017,1,0,,
QHO,2017,1,0,0,0
HRZ,2017,1,0,0,0
HIH,2017,328,0,0,2
MFK,2017,613,0,0,0
FGE,2017,1511,3,43,13
KWL,2017,343,2,1,0
HWB,2017,238,0,1,0
JDR,2017,115,3,5,0
HSH,2017,3,0,0,0
GKZ,2017,226,11,5,3
HGX,2017,436,1,0,0
MDI,2017,64,0,0,0
FLE,2017,63,0,2,3
HEB,2017,192,0,4,0
FTD,2017,10,0,2,13
GWF,2017,60,2,0,0
PCU,2017,94,0,0,0
LOK,2017,11,0,0,0
LOF,2017,53,0,0,0
PLO,2017,1,0,1,0
PNJ,2017,279,0,0,2
MOS,2017,9,0,0,8
KDQ,2017,50,0,0,1
JJH,2017,6,1,4,5
ITQ,2017,8,0,0,1
GXC,2017,2,0,0,0
CBF,2017,9,0,0,0
OUJ,2017,1,0,0,0
CGJ,2017,2,0,3,0
JST,2017,14,1,2,0
FAQ,2017,22,0,0,0
PFE,2017,1,0,,
HEE,2017,5,0,0,0
LXA,2017,13,0,0,0
JYR,2017,1,0,0,0
EGJ,2017,3,3,0,0
OLT,2017,2,0,0,0
GTQ,2017,1,0,0,0
OWT,2017,7,0,0,0
JTT,2017,2,0,,
KQM,2017,5,0,0,0
MYP,2017,2,0,0,
MIG,2017,2,0,,
LWL,2017,3,0,0,0
CAL,2017,10,0,0,0
HQA,2017,1,0,0,0
ING,2017,2,0,0,0
PIO,2017,3,0,0,0
KWH,2017,3,0,0,0
FTC,2017,1,1,0,0
DJG,2017,1,0,2,0
LMD,2017,2,0,0,2
LRS,2017,3,1,0,8
KIC,2017,5,1,0,0
NXB,2017,3,0,0,0
KYW,2017,3,0,0,2
EKI,2017,1,0,0,
ECI,2017,1,0,0,0
MPI,2017,1,0,,
OAF,2017,20,0,1,0
HCZ,2017,1,0,0,0
MNT,2017,2858,2,0,5
DTZ,2017,384,0,5,6
EHD,2017,64,1,0,0
LOX,2017,2731,5,0,4
BRZ,2017,81,0,0,0
NIG,2017,98,1,1,1
MAF,2017,691,1,0,1
OCZ,2017,722,0,0,0
NHA,2017,574,2,4,12
JXI,2017,9,0,0,0
HRM,2017,29,2,1,1
MLN,2017,18,0,0,0
BTO,2017,125,0,1,1
HWX,2017,43,0,0,1
LPZ,2017,24,0,0,0
DRY,2017,61,0,2,0
FDS,2017,173,1,0,0
MVF,2017,4,0,0,0
MNW,2017,6,0,0,0
NBC,2017,9,2,2,0
CAH,2017,28,1,0,0
PNS,2017,3,0,0,0
CEM,2017,32,0,4,2
OTM,2017,16,0,0,0
MWS,2017,45,0,0,0
NQO,2017,34,0,0,0
EJR,2017,3,0,0,0
KHO,2017,150,6,7,2
OOK,2017,9,0,0,0
FZY,2017,92,0,0,0
ODG,2017,82,2,2,0
HGD,2017,2,0,0,0
LYA,2017,10,0,0,0
FMT,2017,46,1,4,6
DTM,2017,15,0,0,1
OKR,2017,5,0,0,0
HSO,2017,2,0,0,0
MRD,2017,8,0,0,1
HFX,2017,23,0,0,2
HCF,2017,8,0,0,0
MWJ,2017,2,0,0,0
OTK,2017,6,0,0,0
CIZ,2017,1,0,,
LRG,2017,1,0,10,1
GYK,2017,1,0,0,0
OWD,2017,2,0,1,1
FDG,2017,5,0,0,0
NNW,2017,4,0,0,0
NON,2017,6,0,0,0
JYT,2017,3,0,0,
NWF,2017,1,0,,
HLG,2017,4,0,0,0
PKY,2017,1,0,0,0
PBX,2017,1,1,0,0
FQL,2017,1,0,0,0
NPQ,2017,2,0,,
KMN,2017,2,0,0,0
NHX,2017,1,1,0,3
IWY,2017,1,0,0,0
PGU,2017,1,0,0,0
CJW,2017,1,0,1,0
GIA,2017,2,0,,
LLZ,2017,103,18,21,12
HWA,2017,1390,3,0,2
DQX,2017,1515,25,15,4
HAW,2017,3469,5,18,6
GCJ,2017,3431,6,7,7
KRA,2017,535,2,0,4
LJT,2017,260,6,16,17
ISL,2017,1,0,,
HNO,2017,2088,0,0,0
MTF,2017,39,0,0,0
GAG,2017,92,0,1,2
BZE,2017,206,0,0,1
MQB,2017,19,4,36,1
NUJ,2017,50,0,0,0
LMB,2017,9,0,0,0
FMG,2017,114,65,29,9
IZO,2017,2,0,0,0
MPV,2017,44,0,0,0
CAF,2017,256,14,1,0
OQI,2017,4,0,0,0
LZP,2017,162,6,0,1
CHP,2017,39,3,4,2
FXZ,2017,22,0,0,0
HIL,2017,2,0,0,0
NQW,2017,19,0,0,0
IPR,2017,4,0,0,0
GHH,2017,18,0,0,0
ILY,2017,12,0,0,1
JRJ,2017,1,3,0,0
NHK,2017,5,0,0,0
DAO,2017,1,0,0,0
EOB,2017,17,0,0,0
CKG,2017,1,0,1,0
EZX,2017,7,0,0,0
ISA,2017,6,0,0,0
FCM,2017,31,0,0,0
HXO,2017,4,0,0,0
FCH,2017,1,0,0,
LCJ,2017,108,0,0,4
OTL,2017,6,0,1,0
MIU,2017,5,1,0,0
FBX,2017,1,0,0,0
GZL,2017,3,0,1,4
OBI,2017,2,0,0,0
LDP,2017,3,1,0,0
KRN,2017,1,0,0,
PQN,2017,1,0,0,
FSS,2017,2,0,0,0
FTN,2017,1,0,0,0
NWR,2017,1,0,0,
LKM,2017,1,0,1,0
LNY,2017,2,0,0,
FCE,2017,2,0,0,0
EYQ,2017,8,0,0,0
BYI,2017,4,1,0,0
MLO,2017,1,0,0,0
FCO,2017,2,0,0,0
BYF,2017,1,0,0,0
CGC,2017,2,0,0,
NVP,2017,2,0,0,0
FPA,2017,6404,22,8,30
LNQ,2017,434,0,0,0
NUN,2017,10,0,0,0
HRX,2017,920,3,2,16
JDS,2017,283,2,0,0
NOU,2017,174,0,1,0
LHC,2017,33,0,0,0
KCY,2017,107,2,0,5
MXC,2017,223,0,4,0
MWH,2017,96,0,0,0
GJS,2017,528,5,5,0
CDZ,2017,12,3,4,2
LMF,2017,120,0,0,0
KGW,2017,58,0,0,0
KXA,2017,578,0,0,0
EIE,2017,2,0,0,0
DZI,2017,38,0,0,13
MGZ,2017,21,0,0,0
MZP,2017,5,0,0,0
OWN,2017,12,0,0,0
MGX,2017,1,0,,
FLH,2017,6,0,0,0
KPS,2017,31,29,21,16
KSG,2017,1,0,1,0
JPH,2017,1,0,0,0
CAX,2017,4,0,0,0
NAA,2017,68,0,0,0
GBO,2017,419,5,0,1
GEN,2017,34,0,1,0
FPF,2017,2,0,0,0
ODA,2017,1,0,0,
DXJ,2017,10,0,0,0
IKT,2017,8,0,0,0
NAJ,2017,11,0,0,0
LLI,2017,42,2,0,0
KXG,2017,1,0,0,0
GNX,2017,1,0,0,0
HBQ,2017,1,0,0,0
NCO,2017,1,0,0,
LYZ,2017,6,0,0,0
NGT,2017,56,0,1,2
KAR,2017,1,0,0,
FDP,2017,2,0,0,0
HTF,2017,6,0,0,0
OUK,2017,1,0,,
MRR,2017,3,0,1,0
NDG,2017,2,0,0,0
OZR,2017,1,0,,
FEH,2017,2,0,0,0
ILG,2017,1,0,,
IFP,2017,1,0,0,0
PBY,2017,1,0,0,0
DRQ,2017,3,0,0,0
GHC,2017,2,0,0,0
NHV,2017,1,0,0,0
HWC,2017,2543,13,22,12
DXT,2017,128,0,2,0
MUM,2017,84,0,0,0
KOT,2017,82,0,0,0
HTW,2017,1118,1,1,62
DXO,2017,183,0,0,0
FMC,2017,32,0,0,0
ERL,2017,979,0,0,0
HTO,2017,1230,8,1,0
OAE,2017,385,0,0,2
GAW,2017,407,0,19,0
FED,2017,31,0,0,0
NGV,2017,1005,0,1,0
PKL,2017,392,0,0,1
LOZ,2017,291,0,0,0
NAW,2017,37,0,0,0
MPB,2017,85,4,11,0
DSY,2017,192,0,0,0
PNF,2017,15,0,0,0
JWY,2017,8,5,1,0
OSR,2017,40,1,3,6
NLQ,2017,86,0,1,0
FEB,2017,67,0,0,0
HTR,2017,27,0,0,0
BYG,2017,8,19,1,0
FNJ,2017,8,0,0,0
DZJ,2017,9,0,0,0
JEA,2017,43,0,0,1
JWJ,2017,37,0,0,0
KYZ,2017,51,3,1,0
NDC,2017,25,3,1,3
HHT,2017,1,0,0,0
KDH,2017,10,0,0,0
JIR,2017,2,0,0,0
MRH,2017,28,0,0,0
OFU,2017,6,0,0,0
DQR,2017,29,0,1,0
LOJ,2017,9,0,1,0
OSI,2017,7,0,0,0
KRP,2017,2,0,0,0
DPZ,2017,4,0,0,0
NSL,2017,2,0,0,0
NHJ,2017,6,0,0,0
NHC,2017,7,0,1,0
GDG,2017,8,0,0,0
NOV,2017,3,0,0,0
EBG,2017,4,0,0,1
ION,2017,3,0,0,0
GKF,2017,2,0,,
ORZ,2017,1,1,0,0
PJD,2017,1,0,0,0
KYS,2017,1,0,0,0
LQF,2017,1,0,,
JZJ,2017,2,0,,
OMX,2017,1,0,0,0
OLO,2017,1073,14,5,8
KOG,2017,1016,0,0,0
HQC,2017,2774,0,3,1
GCY,2017,257,13,1,0
FFT,2017,889,0,0,0
KGZ,2017,77,1,5,1
KPE,2017,282,2,13,0
FNL,2017,1038,3,5,1
GDC,2017,80,0,0,2
BTG,2017,8,0,0,0
HXC,2017,116,0,0,1
EZL,2017,569,0,32,4
MFR,2017,24,0,0,0
HTD,2017,98,0,1,1
DWA,2017,140,1,0,2
FDX,2017,44,0,1,0
JIF,2017,7,3,0,0
MTD,2017,38,2,0,0
MMX,2017,29,0,0,0
OTO,2017,74,0,0,0
FON,2017,1,0,0,0
FST,2017,20,0,0,0
MZM,2017,4,0,0,0
IZL,2017,35,2,0,4
HKI,2017,20,1,1,0
